deviceid,appversion,timestamp,fps（ms）
810EBM32TZ4K,V1.0.0,2019-07-15 11:53:31,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:53:36,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:53:41,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:53:46,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:53:51,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:53:57,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:54:02,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:54:07,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:54:12,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:54:17,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:54:22,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:54:27,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:54:32,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:54:37,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:54:42,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:54:47,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:54:53,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:54:58,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:55:03,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:55:08,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:55:13,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:55:18,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:55:23,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:55:28,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:55:33,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:55:38,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:55:44,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:55:49,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:55:54,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:55:59,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:56:04,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:56:09,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:56:14,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:56:19,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:56:24,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:56:29,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:56:35,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:56:40,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:56:45,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:56:50,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:56:55,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:57:00,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:57:05,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:57:10,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:57:15,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:57:20,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:57:25,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:57:31,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:57:36,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:57:41,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:57:46,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:57:51,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:57:56,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:58:01,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:58:06,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:58:11,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:58:17,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:58:22,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:58:27,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:58:32,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:58:37,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:58:42,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:58:47,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:58:52,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:58:57,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:59:02,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:59:08,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:59:13,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:59:18,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:59:23,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:59:28,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:59:33,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:59:38,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:59:43,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:59:48,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:59:54,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 11:59:59,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:00:04,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:00:09,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:00:14,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:00:19,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:00:24,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:00:29,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:00:34,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:00:39,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:00:44,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:00:49,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:00:55,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:01:00,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:01:05,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:01:10,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:01:15,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:01:20,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:01:25,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:01:30,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:01:35,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:01:41,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:01:46,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:01:51,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:01:56,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:02:01,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:02:06,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:02:11,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:02:16,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:02:21,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:02:26,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:02:31,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:02:36,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:02:42,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:02:47,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:02:52,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:02:57,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:03:02,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:03:07,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:03:12,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:03:17,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:03:22,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:03:27,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:03:32,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:03:37,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:03:43,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:03:48,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:03:53,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:03:58,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:04:03,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:04:08,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:04:13,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:04:18,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:04:23,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:04:29,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:04:34,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:04:39,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:04:44,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:04:49,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:04:54,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:04:59,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:05:04,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:05:09,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:05:14,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:05:20,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:05:25,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:05:30,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:05:35,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:05:40,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:05:45,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:05:50,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:05:55,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:06:00,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:06:05,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:06:11,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:06:16,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:06:21,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:06:26,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:06:31,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:06:36,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:06:41,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:06:46,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:06:51,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:06:56,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:07:02,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:07:07,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:07:12,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:07:17,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:07:22,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:07:27,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:07:32,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:07:37,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:07:42,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:07:47,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:07:52,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:07:58,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:08:03,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:08:08,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:08:13,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:08:18,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:08:23,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:08:28,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:08:33,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:08:38,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:08:44,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:08:49,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:08:54,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:08:59,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:09:04,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:09:09,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:09:14,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:09:19,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:09:24,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:09:30,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:09:35,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:09:40,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:09:45,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:09:50,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:09:55,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:10:00,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:10:05,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:10:10,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:10:15,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:10:21,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:10:26,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:10:31,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:10:36,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:10:41,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:10:46,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:10:51,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:10:56,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:11:02,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:11:07,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:11:12,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:11:17,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:11:22,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:11:27,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:11:32,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:11:37,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:11:42,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:11:47,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:11:53,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:11:58,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:12:03,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:12:08,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:12:13,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:12:18,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:12:23,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:12:28,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:12:34,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:12:39,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:12:44,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:12:49,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:12:54,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:12:59,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:13:04,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:13:09,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:13:14,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:13:19,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:13:25,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:13:30,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:13:35,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:13:40,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:13:45,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:13:50,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:13:55,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:14:00,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:14:06,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:14:11,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:14:16,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:14:21,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:14:26,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:14:31,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:14:36,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:14:41,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:14:47,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:14:52,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:14:57,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:15:02,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:15:07,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:15:12,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:15:17,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:15:22,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:15:27,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:15:33,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:15:38,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:15:43,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:15:48,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:15:53,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:15:58,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:16:03,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:16:08,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:16:13,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:16:19,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:16:24,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:16:29,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:16:34,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:16:39,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:16:44,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:16:49,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:16:54,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:16:59,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:17:05,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:17:10,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:17:15,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:17:20,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:17:25,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:17:30,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:17:35,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:17:40,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:17:45,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:17:51,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:17:56,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:18:01,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:18:06,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:18:11,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:18:16,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:18:21,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:18:27,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:18:32,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:18:37,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:18:42,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:18:47,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:18:52,17.301038000000002
810EBM32TZ4K,V1.0.0,2019-07-15 12:18:57,17.301038000000002
